fixture,repeat,profile,origin,runStatus,failureClass,claimText,articleRole,articleUse,assertionSource,materiality,scope,relatedPillarLabels,sourceUnitIds,groundingText,verificationTarget,disputedProposition,stipulatedByArticle,whyThisTarget,supportCriteria,refuteCriteria,qualifyCriteria,mustMatch,rejectIfOnly_model,rejectIfOnly_host,sourceStrategy_emitted,sourceStrategy_resolved,searchConcepts,relevantNamedWorkIds,cautions,packageValid
CF1-F03,1,Profile R,model,completed,,"Thimerosal, a mercury-based preservative used in vaccines, is neurotoxic and linked to autism and other neurological disorders.",pillar,endorsed,Material Safety Data Sheet for thimerosal,high,"Thimerosal in vaccines, historical context",Vaccine Safety,U0245 | U0255 | U0301,"[U0245] Folks SHOULD be nervous about aluminum being used in vaccines.
[U0255] Aluminum poisoning has been linked to autism, SIDs, seizures, autoimmune issues, Alzheimers, neurological damage, impaired renal function, demyelinating disorders such as MS, and cancer. [ source ]
[U0301] “[Thimerosal] is toxic… Mutagenic in mammalian cells.“",substantive,"Thimerosal, a mercury-based preservative used in vaccines, is neurotoxic and linked to autism and other neurological disorders.",,The dispute is whether thimerosal is indeed neurotoxic and linked to these disorders.,Scientific studies confirm thimerosal's neurotoxicity. | Evidence links thimerosal to autism and neurological disorders.,Studies show thimerosal is not neurotoxic. | No credible evidence links thimerosal to autism or neurological disorders.,Thimerosal is neurotoxic but not conclusively linked to autism.,Scientific studies on thimerosal | Evidence of neurotoxicity and links to disorders,Restating the claim without providing scientific evidence. | Proving the claim's authorship without addressing the neurotoxicity issue.,,primary_article_result,primary_article_result,thimerosal neurotoxicity | thimerosal autism link,,Ensure that the studies cited are peer-reviewed and credible.,true
CF1-F03,1,Profile R,model,completed,,The CDC has classified thimerosal-containing vaccines as hazardous waste due to their mercury content.,pillar,endorsed,EPA classification,high,"CDC, EPA regulations",Vaccine Safety,U0370,"[U0370] Thimerosal as a Vaccine Preservative , a summary prepared in 2025 for the CDC’s Advisory Committee for Immunization Practices (ACIP), notes that “thimerosal-containing vaccines exceed the TCLP threshold by orders of magnitude and are classified as D009 Hazardous Waste.”",substantive,The CDC has classified thimerosal-containing vaccines as hazardous waste due to their mercury content.,,The dispute is whether the CDC has indeed classified these vaccines as hazardous waste.,Documentation from the CDC confirms the classification of thimerosal-containing vaccines as hazardous waste. | Evidence of mercury content in these vaccines supports the claim.,Evidence shows that the CDC has not classified these vaccines as hazardous waste. | Documentation contradicts the claim.,The classification applies only under specific conditions or contexts.,CDC documentation on hazardous waste classification | Mercury content evidence in vaccines,Restating the claim without providing supporting documentation. | Proving the claim's authorship without addressing the classification issue.,,official_record,named_work_result,CDC hazardous waste classification thimerosal | thimerosal vaccines mercury content,NW001,Ensure that the classification is based on current regulations and standards.,true
CF1-F03,2,Profile R,model,completed,,"Half of American school children are not fully vaccinated, and at least 1 in 88 toddlers are completely unvaccinated.",pillar,reported,CDC data,high,"United States, current vaccination rates",Public Health Claims,U0002,"[U0002] “According to the CDC and public health authorities, parents who choose not to vaccinate their children are typically highly educated. CDC data reflect that half of American school children are not fully vaccinated, and at least 1 in 88 toddlers are completely unvaccinated. Why would the parents of these children, comprising a large part of the nation’s brain trust, choose not to vaccinate their children?”",substantive,"Half of American school children are not fully vaccinated, and at least 1 in 88 toddlers are completely unvaccinated.",,The dispute is whether the vaccination rates reported by the CDC are accurate.,Evidence showing that CDC data confirms that half of American school children are not fully vaccinated. | Statistics indicating that at least 1 in 88 toddlers are completely unvaccinated.,Evidence showing that the CDC data is inaccurate or manipulated. | Statistics indicating that the vaccination rates are higher than reported.,Evidence showing that the vaccination rates vary significantly by region or demographic.,CDC vaccination statistics | Population of American school children | Current vaccination rates | Time frame of the data,Restating the claim without providing new evidence. | Discussing vaccination rates in a different population or time period.,,primary_article_result,primary_article_result,CDC vaccination statistics | American school children vaccination rates,,Ensure that the evidence directly addresses the claim about vaccination rates.,true
CF1-F03,2,Profile R,model,completed,,The 1986 National Childhood Vaccine Injury Act removed all liability from drug companies for childhood vaccines they produced.,pillar,endorsed,U.S. Congress,high,U.S. legislation regarding vaccine liability,Vaccine Safety,U0070,"[U0070] Bowing to the pressure, in 1986 Congress removed all liability from drug companies for childhood vaccines they produced.",substantive,The 1986 National Childhood Vaccine Injury Act removed all liability from drug companies for childhood vaccines they produced.,,The dispute is whether the 1986 Act indeed removed all liability for vaccine manufacturers.,Evidence from the text of the 1986 National Childhood Vaccine Injury Act confirming the removal of liability. | Legal interpretations or analyses that support the claim about liability removal.,Evidence showing that the 1986 Act did not remove all liability for vaccine manufacturers.,Evidence indicating that there are exceptions or conditions under which liability may still apply.,Text of the 1986 National Childhood Vaccine Injury Act | Legal context of vaccine liability,Restating the claim without providing new evidence. | Discussing vaccine liability in a different context or time period.,,official_record,named_work_result,1986 National Childhood Vaccine Injury Act | Vaccine liability law,NW001,Ensure that the evidence directly addresses the claim about liability removal.,true
CF1-F03,2,Profile R,model,completed,,"Censorship of vaccine-related information is prevalent, as seen in the rejection of letters to the editor that challenge public health narratives.",pillar,endorsed,Local newspaper policies,medium,Local media censorship regarding vaccine discussions,Censorship and Control,U0155 | U0160,"[U0155] The reason: correlation does not imply causation.”
[U0160] Stephen Schumacher (also a PTFP co-editor now) would experience the same censorship several years later regarding the experimental mRNA Covid vaccines.",substantive,"Censorship of vaccine-related information is prevalent, as seen in the rejection of letters to the editor that challenge public health narratives.",,The dispute is whether censorship of vaccine-related information is indeed prevalent.,Evidence showing instances of rejected letters to the editor that challenge vaccine narratives. | Data or reports indicating a pattern of censorship in media regarding vaccine discussions.,Evidence showing that there is no significant censorship of vaccine-related information.,Evidence indicating that censorship varies by publication or region.,Instances of rejected letters to the editor | Media policies on vaccine discussions,Restating the claim without providing new evidence. | Discussing censorship in a different context or topic.,,mixed_sources,mixed_sources,Censorship of vaccine information | Letters to the editor vaccine narratives,,Ensure that the evidence directly addresses the claim about censorship.,true
CF1-F03,2,Profile R,model,completed,,The CDC manipulated data linking the MMR vaccine to autism and ordered the destruction of evidence.,pillar,endorsed,"William Thompson, CDC whistleblower",high,CDC's historical data manipulation,Public Health Claims,U0037 | U0038,"[U0037] Senior CDC scientist turned whistleblower William Thompson revealed privately in 2014 that data linking the MMR vaccine (measles/mumps/rubella) to autism had been manipulated by the agency ten years earlier.
[U0038] When top CDC officials learned that their 2004 study results showed a dramatic increase in autism after MMR vaccinations, they’d ordered Thompson and other scientists to destroy all evidence.",substantive,The CDC manipulated data linking the MMR vaccine to autism and ordered the destruction of evidence.,,The dispute is whether the CDC indeed manipulated data and ordered evidence destruction.,Evidence from whistleblower statements confirming data manipulation by the CDC. | Documentation showing orders to destroy evidence related to the MMR vaccine and autism.,Evidence showing that the CDC did not manipulate data or order evidence destruction.,Evidence indicating that data manipulation claims are based on misinterpretations or lack of context.,Whistleblower statements | CDC internal documents,Restating the claim without providing new evidence. | Discussing data manipulation in a different context or topic.,,mixed_sources,mixed_sources,CDC data manipulation | MMR vaccine autism evidence,,Ensure that the evidence directly addresses the claim about data manipulation.,true
CF1-F03,2,Profile R,model,completed,,"The CDC has classified thimerosal in vaccines as toxic hazardous waste, yet it is still used in some vaccines.",pillar,endorsed,EPA classification,high,Thimerosal use in vaccines,Vaccine Safety,U0370,"[U0370] Thimerosal as a Vaccine Preservative , a summary prepared in 2025 for the CDC’s Advisory Committee for Immunization Practices (ACIP), notes that “thimerosal-containing vaccines exceed the TCLP threshold by orders of magnitude and are classified as D009 Hazardous Waste.”",substantive,"The CDC has classified thimerosal in vaccines as toxic hazardous waste, yet it is still used in some vaccines.",,The dispute is whether thimerosal is classified as hazardous waste and its continued use in vaccines.,Evidence from CDC classifications confirming thimerosal as hazardous waste. | Documentation showing that thimerosal is still used in vaccines.,Evidence showing that thimerosal is not classified as hazardous waste or is no longer used in vaccines.,Evidence indicating that thimerosal's classification or use varies by vaccine type.,CDC classification of thimerosal | Current vaccine formulations,Restating the claim without providing new evidence. | Discussing thimerosal in a different context or topic.,,primary_article_result,primary_article_result,Thimerosal hazardous waste | Thimerosal vaccine use,,Ensure that the evidence directly addresses the claim about thimerosal.,true
CF1-F03,2,Profile R,model,completed,,"The presence of aluminum in vaccines is linked to various health issues, including neurological damage and autism.",pillar_support,endorsed,Various studies,high,Health effects of aluminum in vaccines,Vaccine Safety,U0255 | U0366,"[U0255] Aluminum poisoning has been linked to autism, SIDs, seizures, autoimmune issues, Alzheimers, neurological damage, impaired renal function, demyelinating disorders such as MS, and cancer. [ source ]
[U0366] He further notes that studies that denied a risk were nearly always generated by the groups promoting vaccination, rarely by independent researchers.",substantive,"The presence of aluminum in vaccines is linked to various health issues, including neurological damage and autism.",,The dispute is whether aluminum in vaccines is indeed linked to health issues.,Evidence from studies linking aluminum in vaccines to health issues. | Documentation showing specific health issues associated with aluminum exposure.,Evidence showing that aluminum in vaccines is not linked to health issues.,Evidence indicating that the link between aluminum and health issues is weak or contested.,Studies on aluminum toxicity | Health outcomes related to aluminum exposure,Restating the claim without providing new evidence. | Discussing aluminum in a different context or topic.,,primary_article_result,primary_article_result,Aluminum in vaccines health issues | Aluminum toxicity studies,,Ensure that the evidence directly addresses the claim about aluminum.,true
CF1-F03,2,Profile R,model,completed,,The CDC's claim that ethylmercury in vaccines is not harmful contradicts evidence showing it is neurotoxic and linked to autism.,pillar_support,rejected,Manufacturer's data and studies,high,Toxicity of ethylmercury in vaccines,Vaccine Safety,U0245 | U0250 | U0255 | U0301 | U0326,"[U0245] Folks SHOULD be nervous about aluminum being used in vaccines.
[U0250] Injecting aluminum through a vaccination bypasses these protections, placing it directly into the bloodstream.
[U0255] Aluminum poisoning has been linked to autism, SIDs, seizures, autoimmune issues, Alzheimers, neurological damage, impaired renal function, demyelinating disorders such as MS, and cancer. [ source ]
[U0301] “[Thimerosal] is toxic… Mutagenic in mammalian cells.“
[U0326] That brings us to the seminal study about a possible link between thimerosal and autism mentioned earlier.",both_needed,The CDC's claim that ethylmercury in vaccines is not harmful contradicts evidence showing it is neurotoxic and linked to autism.,"The CDC's claim is established, but the harmfulness of ethylmercury is disputed.",The dispute is whether the CDC's claim is accurate and whether ethylmercury is indeed harmful.,Evidence supporting the CDC's claim that ethylmercury is not harmful. | Studies showing that ethylmercury is neurotoxic and linked to autism.,Evidence showing that the CDC's claim is incorrect or misleading. | Documentation indicating that ethylmercury is harmful.,Evidence indicating that the harmfulness of ethylmercury is context-dependent.,CDC statements on ethylmercury | Studies on ethylmercury toxicity,Restating the claim without providing new evidence. | Discussing ethylmercury in a different context or topic.,"A source only repeats or reports the statement the article already stipulates, without independent evidence about: The CDC's claim that ethylmercury in vaccines is not harmful contradicts evidence showing it is neurotoxi",mixed_sources,mixed_sources,Ethylmercury vaccines | CDC claim ethylmercury harmful,,Ensure that the evidence directly addresses both aspects of the claim.,true
CF1-F03,2,Profile R,model,completed,,Vaccines became Big Pharma’s most profitable product division after the 1986 Act due to the removal of liability.,pillar_support,endorsed,Article analysis,medium,Post-1986 vaccine industry profits,Vaccine Safety,U0074,[U0074] Vaccines became Big Pharma’s most profitable product division almost overnight.,substantive,Vaccines became Big Pharma’s most profitable product division after the 1986 Act due to the removal of liability.,,The dispute is whether the removal of liability led to increased profits for vaccine manufacturers.,Evidence showing that vaccine profits increased significantly after the 1986 Act. | Financial reports indicating that vaccines became a major profit center for pharmaceutical companies.,Evidence showing that vaccine profits did not increase after the 1986 Act.,Evidence indicating that other factors contributed to vaccine profitability.,Financial data on vaccine profits | Context of the 1986 Act,Restating the claim without providing new evidence. | Discussing vaccine profits in a different context or time period.,,primary_article_result,named_work_result,Vaccine profits 1986 Act | Pharmaceutical industry vaccine profitability,NW001,Ensure that the evidence directly addresses the claim about vaccine profitability.,true
CF1-F03,3,Profile R,model,completed,,The CDC manipulated data linking the MMR vaccine to autism and ordered the destruction of evidence.,pillar,endorsed,"William Thompson, CDC whistleblower",high,CDC's actions regarding the MMR vaccine study,Public health authorities manipulate data regarding vaccine safety.,U0037 | U0038 | U0040 | U0041,"[U0037] Senior CDC scientist turned whistleblower William Thompson revealed privately in 2014 that data linking the MMR vaccine (measles/mumps/rubella) to autism had been manipulated by the agency ten years earlier.
[U0038] When top CDC officials learned that their 2004 study results showed a dramatic increase in autism after MMR vaccinations, they’d ordered Thompson and other scientists to destroy all evidence.
[U0040] Ultimately, the only way they could eliminate the evident risk was to eliminate from the study the groups of children most likely to regress into autism following their shot.
[U0041] The fraudulent, re-worked study was then released to declare that it had proven MMR vaccines did not cause autism.",substantive,The CDC manipulated data linking the MMR vaccine to autism and ordered the destruction of evidence.,,The dispute is whether the CDC's actions regarding the MMR vaccine data manipulation occurred.,Evidence of internal CDC communications confirming data manipulation. | Documentation of orders to destroy evidence related to the MMR vaccine study.,Official CDC statements denying any manipulation of data regarding the MMR vaccine. | Independent audits confirming the integrity of the MMR vaccine study data.,Evidence showing that data manipulation was limited to specific studies rather than a broader pattern of misconduct.,CDC internal communications | MMR vaccine study data | evidence destruction orders,Restating the claim without new evidence. | Proving the existence of the CDC without addressing the manipulation claim.,,mixed_sources,mixed_sources,CDC data manipulation | MMR vaccine autism | William Thompson whistleblower,,Ensure evidence directly addresses the manipulation of MMR vaccine data.,true
CF1-F03,3,Profile R,model,completed,,"Vaccines contain toxic substances like aluminum and thimerosal, which are harmful to children's health.",pillar,endorsed,Various studies and expert opinions,high,Toxic substances in childhood vaccines,Vaccines contain harmful substances that pose risks to children.,U0245 | U0301 | U0308,"[U0245] Folks SHOULD be nervous about aluminum being used in vaccines.
[U0301] “[Thimerosal] is toxic… Mutagenic in mammalian cells.“
[U0308] Mercury is the third most toxic element on earth, 500 times more poisonous than lead.",substantive,"Vaccines contain toxic substances like aluminum and thimerosal, which are harmful to children's health.",,The dispute is whether the substances in vaccines are indeed harmful to children's health.,Studies showing adverse health effects linked to aluminum and thimerosal in vaccines. | Expert opinions confirming the toxicity of these substances.,Research demonstrating no significant health risks associated with aluminum and thimerosal in vaccines. | Official health guidelines stating the safety of these substances in vaccines.,Evidence indicating that harmful effects are only present at certain exposure levels or in specific populations.,Aluminum and thimerosal content in vaccines | Health outcomes related to vaccine exposure,Discussing the presence of aluminum and thimerosal without linking to health effects. | Using studies that do not specifically address childhood vaccines.,,mixed_sources,mixed_sources,Toxic substances in vaccines | Aluminum thimerosal health risks | Vaccine safety studies,,Focus on direct evidence of harm from vaccine components.,true
CF1-F03,3,Profile R,model,completed,,The rate of chronic health conditions among children has increased significantly since the introduction of aggressive vaccination schedules.,pillar,endorsed,Statistical health data,high,Chronic health conditions in U.S. children post-vaccination schedule changes,Vaccine injury and chronic health conditions are rising among children.,U0086 | U0087 | U0090,"[U0086] It was a rude awakening, especially for those of us in the Baby Boomer generation, to learn that the chronic illness rate in U.S. children which had been negligible when we were kids had jumped to 12.8% in the 1980s, then to 54% by 2011 .
[U0087] More than one in two American children in the 2011 survey had a diagnosed chronic health condition such as an autoimmune disorder, diabetes or obesity, a neurodevelopmental disorder, or a mood or behavioral disorder.
[U0090] But after embarking on the world’s most aggressive vaccination program, the U.S. had twice as many first-day infant deaths as all 27 EU nations combined .",substantive,The rate of chronic health conditions among children has increased significantly since the introduction of aggressive vaccination schedules.,,The dispute is whether there is a significant increase in chronic health conditions linked to vaccination schedules.,Statistical data showing a rise in chronic health conditions post-vaccination schedule changes. | Comparative studies of health conditions in vaccinated vs. unvaccinated children.,Data showing no significant change in chronic health conditions over the same period. | Studies indicating that vaccination schedules do not correlate with health outcomes.,Evidence suggesting that the increase in chronic health conditions is due to factors other than vaccination.,Chronic health condition statistics | Vaccination schedule timelines,Citing general health trends without specific links to vaccination schedules. | Discussing chronic health conditions without vaccination context.,,mixed_sources,mixed_sources,Chronic health conditions children | Vaccination schedule impact | Health statistics trends,,Ensure evidence directly correlates vaccination schedules with health outcomes.,true
CF1-F03,3,Profile R,model,completed,,"Efforts to suppress information about vaccine risks and injuries are widespread, including censorship of public discussions.",pillar,endorsed,Local community experiences,high,Censorship in public health discussions,Censorship and suppression of vaccine-related information is prevalent.,U0049 | U0051 | U0055 | U0062 | U0155,"[U0049] The effort to suppress the film only gave it more publicity and heightened public interest.
[U0051] A tsunami of parents started speaking out about their own children’s vaccine injuries.
[U0055] Within 24 hours of the film being announced, the screening which had been planned over months was canceled.
[U0062] Self-appointed community gatekeeper Owen Rowe demonstrated the epitome of the angry zealotry that Siri describes.
[U0155] The reason: correlation does not imply causation.”",substantive,"Efforts to suppress information about vaccine risks and injuries are widespread, including censorship of public discussions.",,The dispute is whether there is widespread censorship regarding vaccine risks and injuries.,Documented instances of censorship related to vaccine discussions. | Testimonies from individuals affected by censorship.,Evidence showing that public discussions about vaccine risks are freely conducted. | Official statements from health authorities denying censorship.,Evidence indicating that censorship is limited to specific platforms or contexts.,Instances of censorship | Public discussions on vaccine risks,General discussions about vaccines without specific censorship examples. | Proving that vaccine risks exist without addressing censorship.,,mixed_sources,mixed_sources,Vaccine censorship | Public health discussions | Information suppression,,Focus on direct evidence of censorship related to vaccine discussions.,true
CF1-F03,3,Profile R,model,completed,,The increase in vaccine doses administered to children correlates with a rise in chronic health issues.,qualification,reported,Statistical health data,medium,Correlation between vaccine doses and health issues,Vaccine injury and chronic health conditions are rising among children.,U0086 | U0087,"[U0086] It was a rude awakening, especially for those of us in the Baby Boomer generation, to learn that the chronic illness rate in U.S. children which had been negligible when we were kids had jumped to 12.8% in the 1980s, then to 54% by 2011 .
[U0087] More than one in two American children in the 2011 survey had a diagnosed chronic health condition such as an autoimmune disorder, diabetes or obesity, a neurodevelopmental disorder, or a mood or behavioral disorder.",substantive,The increase in vaccine doses administered to children correlates with a rise in chronic health issues.,,The dispute is whether there is a correlation between vaccine doses and chronic health issues.,Statistical analysis showing correlation between vaccine doses and health issues. | Comparative studies of health outcomes in relation to vaccination rates.,Data showing no correlation between the number of vaccine doses and chronic health issues. | Studies indicating that health issues are unrelated to vaccination.,Evidence suggesting that correlation exists only in specific populations or under certain conditions.,Vaccine dose statistics | Chronic health issue data,Citing general health trends without specific links to vaccination doses. | Discussing health issues without vaccination context.,,mixed_sources,mixed_sources,Vaccine doses health correlation | Chronic health issues children | Vaccination rates,,Ensure evidence directly correlates vaccine doses with health outcomes.,true
CF1-F03,3,Profile R,model,completed,,Parents who choose not to vaccinate their children are often highly educated and scientifically literate.,pillar_support,reported,Aaron Siri,medium,Demographics of vaccine-hesitant parents,Public health authorities manipulate data regarding vaccine safety.,U0021,"[U0021] • Parents who do not vaccinate. Parents who choose to forego vaccines, he says, are not only highly educated, but “often scientifically literate. Many are medical professionals. Leading scientists.” He quotes vaccine promoter Emily Brunson, PhD, who acknowledges: “When you look at hesitancy in the U.S., the group who is most likely to purposefully choose to not vaccinate are highly educated. In speaking with them, these are people who have read the primary literature themselves, and they’re correctly interpreting it.”",substantive,Parents who choose not to vaccinate their children are often highly educated and scientifically literate.,,The dispute is whether vaccine-hesitant parents are predominantly highly educated.,Surveys showing educational backgrounds of vaccine-hesitant parents. | Studies linking education levels to vaccine hesitancy.,Data indicating that vaccine-hesitant parents have varied educational backgrounds. | Research showing no correlation between education and vaccine hesitancy.,Evidence suggesting that education level is only one of many factors influencing vaccine hesitancy.,Educational background data | Vaccine hesitancy statistics,General statements about parents without specific educational data. | Discussing vaccine hesitancy without addressing education levels.,,mixed_sources,mixed_sources,Vaccine hesitancy education | Demographics of vaccine-hesitant parents | Education levels,,Focus on direct evidence linking education to vaccine hesitancy.,true
CF1-F03,3,Profile R,model,completed,,"The CDC has conducted studies that were later found to be fraudulent, particularly regarding vaccine safety.",pillar_support,endorsed,Various whistleblowers and critics,medium,Fraudulent studies by the CDC,Public health authorities manipulate data regarding vaccine safety.,U0037 | U0038 | U0040 | U0041 | U0043 | U0344 | U0345,"[U0037] Senior CDC scientist turned whistleblower William Thompson revealed privately in 2014 that data linking the MMR vaccine (measles/mumps/rubella) to autism had been manipulated by the agency ten years earlier.
[U0038] When top CDC officials learned that their 2004 study results showed a dramatic increase in autism after MMR vaccinations, they’d ordered Thompson and other scientists to destroy all evidence.
[U0040] Ultimately, the only way they could eliminate the evident risk was to eliminate from the study the groups of children most likely to regress into autism following their shot.
[U0041] The fraudulent, re-worked study was then released to declare that it had proven MMR vaccines did not cause autism.
[U0043] He would reveal them a decade later, conscience-stricken over the likely damage in ongoing vaccine injury the cover-up was causing.
[U0344] Instead the CDC “massaged” the data and in 2003 released a reworked, fraudulent version of the study loudly trumpeting that thimerosal did not cause autism and other neurodevelomental problems.
[U0345] It’s the same playbook that CDC whistleblower William Thompson exposed decades later regarding the CDC’s study of the MMR vaccine and autism.",substantive,"The CDC has conducted studies that were later found to be fraudulent, particularly regarding vaccine safety.",,The dispute is whether the CDC's studies on vaccine safety were fraudulent.,Evidence of fraudulent practices in CDC studies on vaccine safety. | Whistleblower testimonies confirming study misconduct.,Official CDC reports denying any fraudulent activity in their studies. | Independent reviews confirming the integrity of CDC studies.,Evidence indicating that fraud was limited to specific studies rather than a systemic issue.,CDC study data | Fraudulent practices evidence,Restating the claim without new evidence. | Proving the existence of CDC studies without addressing their integrity.,,mixed_sources,mixed_sources,CDC fraudulent studies | Vaccine safety research | Whistleblower evidence,,Ensure evidence directly addresses the integrity of CDC studies.,true
CF1-F03,3,Profile R,model,completed,,"Thimerosal, a mercury-based preservative, was removed from most childhood vaccines due to safety concerns, but is still present in some flu shots.",pillar_support,endorsed,Public health guidelines,medium,Presence of thimerosal in vaccines,Vaccines contain harmful substances that pose risks to children.,U0360 | U0375,"[U0360] It is still used in some flu shots and other vaccines.
[U0375] In the UK, Denmark, Austria, Japan, Russia, and all Scandinavian countries, vaccine makers are not permitted to use thimerosal in any childhood vaccines, including flu shots.",substantive,"Thimerosal, a mercury-based preservative, was removed from most childhood vaccines due to safety concerns, but is still present in some flu shots.",,The dispute is whether thimerosal is still present in some vaccines and the reasons for its removal.,Documentation of thimerosal's removal from childhood vaccines. | Evidence showing its continued presence in flu shots.,Official health guidelines stating that thimerosal is no longer used in any vaccines. | Research indicating that thimerosal poses no safety concerns.,Evidence suggesting that thimerosal's presence is limited to specific vaccines or formulations.,Thimerosal presence in vaccines | Health guidelines on thimerosal,General discussions about thimerosal without specific vaccine context. | Proving thimerosal's toxicity without addressing its use in vaccines.,,mixed_sources,mixed_sources,Thimerosal vaccine safety | Mercury in vaccines | Vaccine formulations,,Focus on direct evidence of thimerosal's presence in vaccines.,true
CF1-F03,4,Profile R,model,completed,,"Half of American school children are not fully vaccinated, and at least 1 in 88 toddlers are completely unvaccinated.",pillar,reported,CDC data,high,"United States, current vaccination rates",Public Health Claims,U0002,"[U0002] “According to the CDC and public health authorities, parents who choose not to vaccinate their children are typically highly educated. CDC data reflect that half of American school children are not fully vaccinated, and at least 1 in 88 toddlers are completely unvaccinated. Why would the parents of these children, comprising a large part of the nation’s brain trust, choose not to vaccinate their children?”",substantive,"Half of American school children are not fully vaccinated, and at least 1 in 88 toddlers are completely unvaccinated.",,The dispute is whether the vaccination rates reported by the CDC are accurate.,Evidence showing that CDC vaccination statistics confirm that half of American school children are not fully vaccinated. | Data indicating that at least 1 in 88 toddlers are completely unvaccinated.,Evidence showing that less than half of American school children are fully vaccinated. | Data indicating that more than 1 in 88 toddlers are fully vaccinated.,Data showing that the vaccination rates vary significantly by region or demographic.,CDC vaccination statistics | Population of American school children | Current vaccination rates | Measurement of vaccination status in toddlers,Restating the claim without providing statistical evidence from the CDC. | Discussing vaccination rates in a different country or population. | Providing anecdotal evidence without statistical backing.,,primary_article_result,primary_article_result,CDC vaccination statistics | American school children vaccination rates | toddlers vaccination status,,Ensure that the data is current and accurately reflects the population in question.,true
CF1-F03,4,Profile R,model,completed,,The 1986 National Childhood Vaccine Injury Act removed all liability from drug companies for childhood vaccines they produced.,pillar,endorsed,U.S. Congress,high,U.S. vaccine legislation history,Vaccine Safety,U0070,"[U0070] Bowing to the pressure, in 1986 Congress removed all liability from drug companies for childhood vaccines they produced.",substantive,The 1986 National Childhood Vaccine Injury Act removed all liability from drug companies for childhood vaccines they produced.,,The dispute is whether the Act indeed removed all liability from drug companies.,Evidence from the text of the 1986 National Childhood Vaccine Injury Act confirming the removal of liability. | Historical analysis showing the impact of the Act on drug company liability.,Evidence showing that drug companies retain some liability for childhood vaccines under the Act.,Evidence indicating that liability may still exist under certain conditions or for specific vaccines.,Text of the 1986 National Childhood Vaccine Injury Act | Historical context of vaccine liability in the U.S.,Restating the claim without providing the actual text of the Act. | Discussing vaccine liability in a different context or country.,,named_work_result,named_work_result,1986 National Childhood Vaccine Injury Act | vaccine liability history,NW001,Verify the interpretation of the Act and its implications on liability.,true
CF1-F03,4,Profile R,model,completed,,Public health authorities have engaged in censorship to suppress information that challenges the vaccine narrative.,pillar,endorsed,Article's analysis of local censorship incidents,high,Local public health discourse,Censorship and Control,U0063 | U0156 | U0158,"[U0063] By threatening Friedman and the Rose Theatre, he’d eliminated the heinous possibility of people being exposed to information that challenged his beliefs — effectively demanding censorship to squelch independent thinking.
[U0156] Once again, allowing people to consider varied perspectives and then make up their own minds was not permitted.
[U0158] This censorship was applied even when we submitted letters to the editor about vaccines.",substantive,Public health authorities have engaged in censorship to suppress information that challenges the vaccine narrative.,,The dispute is whether there is documented evidence of censorship by public health authorities.,Documented instances of censorship by public health authorities regarding vaccine information. | Analysis showing a pattern of suppression of dissenting views on vaccines.,Evidence showing that public health authorities have not engaged in censorship regarding vaccine information.,Evidence indicating that censorship may vary by region or specific public health authorities.,Instances of censorship | Public health authorities' actions | Documentation of suppressed information,Restating the claim without providing specific examples of censorship. | Discussing censorship in unrelated contexts.,,mixed_sources,mixed_sources,censorship in public health | vaccine narrative suppression,,Ensure that the examples of censorship are credible and well-documented.,true
CF1-F03,4,Profile R,model,completed,,The CDC manipulated data linking the MMR vaccine to autism and ordered the destruction of evidence.,pillar,endorsed,"William Thompson, CDC whistleblower",high,CDC's handling of MMR vaccine data,Public Health Claims,U0037 | U0038,"[U0037] Senior CDC scientist turned whistleblower William Thompson revealed privately in 2014 that data linking the MMR vaccine (measles/mumps/rubella) to autism had been manipulated by the agency ten years earlier.
[U0038] When top CDC officials learned that their 2004 study results showed a dramatic increase in autism after MMR vaccinations, they’d ordered Thompson and other scientists to destroy all evidence.",substantive,The CDC manipulated data linking the MMR vaccine to autism and ordered the destruction of evidence.,"William Thompson, CDC whistleblower",The dispute is whether the CDC's actions regarding the MMR vaccine data are substantiated.,Evidence from whistleblower claims corroborating the manipulation of data by the CDC. | Documentation showing orders to destroy evidence related to the MMR vaccine.,Evidence showing that the CDC did not manipulate data or order destruction of evidence.,Evidence indicating that the manipulation of data was limited to specific studies or circumstances.,Whistleblower testimony | CDC internal documents | Data linking MMR vaccine to autism,Restating the claim without providing corroborating evidence from the whistleblower. | Discussing unrelated vaccine controversies.,"A source only repeats or reports the statement the article already stipulates, without independent evidence about: The CDC manipulated data linking the MMR vaccine to autism and ordered the destruction of evidence.",mixed_sources,mixed_sources,CDC MMR vaccine data manipulation | whistleblower evidence,,Verify the credibility of the whistleblower's claims and the context of the evidence.,true
